x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03395.png,6,2.0036366e-09,2.6051789e-12,1.1219757e-10,4.496456e-11,1.0937222e-09,6.175322e-05,0.99993825,1.7894863e-13,2.2323094e-08,5.5291112e-11
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06971.png,0,0.9996074,1.2332561e-11,0.00039198305,6.028256e-11,1.2208422e-12,7.841727e-09,3.6671317e-08,3.1703046e-08,5.4572274e-07,1.75024e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02759.png,6,2.4153572e-08,1.8293969e-12,2.6372888e-11,1.9672577e-13,1.6502805e-09,2.1944183e-08,1.0,5.651035e-14,3.1291011e-10,1.2159882e-14
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\02900.png,4,6.3460014e-12,4.46325e-08,6.64436e-06,2.2215663e-09,0.99998593,8.698505e-09,2.3305315e-09,6.983719e-08,6.7797674e-09,7.2687367e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06160.png,3,1.0221173e-17,4.836392e-13,1.145189e-09,1.0,2.0165106e-18,1.5526497e-10,1.0688233e-16,1.6823912e-11,1.3939662e-08,2.9708857e-14
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\00041.png,7,2.1238717e-09,1.6159995e-06,0.002309017,0.00026567766,1.0963787e-09,2.478032e-10,2.864655e-14,0.99742365,9.962725e-10,5.0625037e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\04109.png,3,7.065247e-11,2.0857185e-09,1.3406583e-07,0.99999726,1.1293365e-12,2.4508004e-06,1.6729039e-09,8.773213e-10,1.5978436e-07,2.278931e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08136.png,9,8.4841795e-12,8.546714e-15,2.0840192e-10,5.2041687e-09,1.945616e-06,1.9477786e-08,6.8194436e-15,0.00014967076,3.7929747e-06,0.99984455
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\03774.png,0,0.9999851,1.418171e-14,1.7554767e-08,2.4498004e-10,2.6934289e-14,2.5502193e-06,5.076091e-06,8.5368015e-08,2.792227e-06,4.4338335e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\07607.png,0,0.99999976,1.5646431e-16,6.3047445e-08,1.6717749e-14,5.7066975e-14,1.3538273e-09,2.115105e-07,3.6918774e-11,6.661658e-10,1.7617968e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05951.png,9,4.352232e-16,5.7377857e-08,5.900267e-07,8.330869e-06,1.3900952e-05,2.1903956e-07,2.2180744e-16,5.788532e-06,2.9076253e-07,0.9999709
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\01023.png,4,5.1217394e-12,1.8649764e-11,8.867593e-10,1.8829935e-12,0.99999726,1.971172e-07,7.4887707e-10,2.584947e-06,6.1338207e-10,5.268679e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07878.png,8,1.6544899e-08,6.866546e-11,7.4682275e-06,3.9745225e-07,9.666534e-11,9.46441e-07,9.683764e-12,1.7619948e-08,0.99999106,1.47450905e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09722.png,8,2.2628535e-06,1.6287743e-09,4.6718404e-07,1.2185395e-06,1.03725135e-08,6.382431e-08,2.1446291e-07,3.178003e-08,0.9999956,9.929426e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\06870.png,9,3.975527e-14,2.758796e-12,5.305954e-09,1.4149703e-07,0.00026373722,1.8683184e-05,6.358257e-14,1.1384926e-05,0.00020620854,0.9994998
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\04287.png,9,2.157405e-08,3.8656073e-14,6.378062e-07,1.6347445e-07,4.379274e-07,3.5329665e-06,8.139997e-10,1.0159894e-06,4.8492157e-06,0.9999893
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\05521.png,2,1.9924012e-10,6.091074e-07,0.9999994,1.6978039e-09,1.4902292e-13,3.877195e-14,2.0225558e-08,2.787921e-12,1.9606498e-08,1.60188e-14
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\00372.png,0,0.99967015,8.097278e-15,2.1227675e-06,1.1391966e-06,3.680871e-13,7.950053e-05,0.00017013426,3.2781338e-07,8.406116e-06,6.8284986e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07872.png,8,2.233327e-06,8.148247e-12,1.065284e-05,5.012475e-06,4.889361e-10,5.8710486e-07,3.9639218e-07,4.2102627e-11,0.99998105,2.2069985e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\03789.png,1,4.1034542e-07,0.99830186,3.512509e-05,1.3546114e-05,2.6458467e-05,1.4685711e-05,3.3883864e-06,1.3038139e-06,0.0016028088,3.5708456e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\05252.png,1,5.57967e-09,0.9999304,1.4102445e-06,2.195288e-07,4.421155e-05,8.951839e-08,2.2139896e-07,1.47256405e-05,8.741268e-06,4.7188536e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05315.png,9,7.036897e-14,7.8325625e-14,2.578367e-10,1.07978515e-07,1.8240936e-06,2.901496e-07,2.3521844e-17,3.0271472e-06,1.3997993e-08,0.9999949
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08590.png,9,1.6006789e-10,3.141699e-13,5.593679e-10,2.5097572e-07,6.8903505e-06,7.913508e-07,9.287744e-15,2.946351e-05,6.8980626e-08,0.99996257
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08179.png,0,0.9999919,6.938536e-16,1.9153596e-08,1.053155e-10,2.7785012e-14,5.697514e-11,7.931052e-06,1.1052484e-12,9.329026e-08,1.20516e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\09193.png,4,2.2537784e-11,5.3801248e-08,8.020737e-08,3.8203585e-12,0.9999993,2.2030842e-09,4.5078624e-10,4.3011025e-07,6.851947e-08,7.232002e-13
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\01425.png,8,2.7353888e-06,1.0095325e-08,2.1284625e-06,6.377775e-07,0.005980741,6.8249883e-06,0.002042208,1.4214875e-08,0.9919648,2.078463e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\06954.png,7,1.6418726e-07,3.388469e-05,0.08942538,0.0003916278,3.4901437e-09,1.3826588e-07,2.269102e-12,0.9100737,9.841222e-06,6.5253436e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\07902.png,7,9.082698e-08,3.7351224e-06,2.109971e-05,0.00010674987,9.858785e-07,5.379537e-07,1.5387262e-14,0.9988832,8.0179954e-05,0.00090343994
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\04231.png,8,1.1742864e-06,1.83857e-09,0.0073800692,1.8817524e-05,1.054454e-08,3.6115432e-07,9.1615e-09,8.63899e-07,0.99259186,6.792364e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\00606.png,8,9.181583e-09,2.506108e-11,5.921787e-07,9.710813e-06,4.159018e-11,1.3300668e-05,7.7667465e-08,1.7127103e-12,0.9999763,8.252792e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06211.png,0,0.999992,4.6570742e-14,1.8153341e-07,1.9412309e-11,1.0701306e-12,1.5960936e-08,7.83172e-06,2.7570357e-11,4.142116e-08,5.3342625e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\00322.png,9,4.573163e-15,4.3505233e-10,6.1813096e-11,5.0334397e-06,0.00010268907,1.9868291e-06,3.7718234e-16,3.3586518e-06,2.647286e-06,0.99988425
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08818.png,0,0.99999857,1.0244635e-14,1.0486611e-06,4.0873432e-10,5.2838414e-13,3.8602886e-13,7.904997e-09,1.331865e-10,3.5218324e-07,4.8143063e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\07594.png,9,2.266196e-11,8.451561e-10,1.2258397e-10,4.4640296e-05,3.740198e-05,3.9412092e-07,3.799823e-14,7.816577e-07,1.6059834e-08,0.9999168
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06940.png,3,5.5837095e-09,8.218793e-09,1.4833688e-07,0.99999785,2.5307745e-08,1.6402752e-06,2.2160327e-12,5.231409e-10,1.0487724e-08,2.871943e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\06601.png,1,2.3541737e-07,0.9997024,0.0002515808,8.099194e-07,8.108952e-06,1.9565164e-07,1.4792121e-08,2.5479194e-05,1.110114e-05,4.5707434e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\09377.png,0,0.99986386,3.1918599e-15,3.3689993e-08,8.3540655e-08,8.395761e-11,1.09639046e-07,0.00013500896,2.0726043e-09,4.4658854e-10,9.10368e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\05835.png,7,5.978292e-08,3.4886682e-09,0.00033828482,7.0341906e-07,8.56123e-06,5.30783e-06,7.954465e-12,0.9995858,6.8459315e-07,6.0576494e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\00956.png,1,2.179375e-09,0.94274944,0.040463466,0.0036249852,9.455072e-05,0.01296349,9.419863e-05,1.7844934e-09,9.921809e-06,3.853554e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09139.png,8,3.127228e-11,2.399044e-09,7.4735954e-07,1.3304765e-06,1.2658784e-07,9.7196935e-06,6.133183e-07,1.1816125e-08,0.99998724,2.3051282e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\08574.png,8,7.1273743e-13,4.2455212e-14,6.535226e-08,1.0320989e-06,4.075521e-12,2.2890089e-07,2.4028685e-12,6.6765606e-09,0.99999845,1.1594392e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\00382.png,3,4.9794153e-13,9.941476e-12,8.183092e-09,0.99999917,2.0072203e-13,6.8365785e-07,9.4367656e-14,1.4033894e-09,3.846982e-08,1.3383895e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08372.png,9,5.712752e-12,3.0271195e-11,1.1694908e-09,0.00027709507,0.00026431395,3.043548e-05,1.0735173e-12,2.791058e-05,2.282133e-07,0.99940014
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02643.png,6,1.0090586e-09,2.0325942e-08,1.0996418e-08,4.0620725e-09,1.2502582e-06,1.3995319e-05,0.99998355,8.286021e-14,1.1068848e-06,8.8376184e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\08315.png,2,9.435445e-10,9.351077e-10,0.999899,1.5809732e-07,6.043397e-10,1.2340792e-08,1.7787183e-12,0.000100825164,1.2842083e-09,2.3949807e-11
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\08144.png,7,1.5524544e-10,5.5010955e-06,0.0006750524,0.0045666117,4.2455887e-12,4.935127e-11,4.7904948e-14,0.99467176,3.6063648e-06,7.734397e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\02500.png,2,1.1280136e-07,2.1509413e-06,0.9999813,1.4569154e-05,1.8095818e-12,9.486011e-13,2.2640525e-11,1.7194537e-06,1.5380537e-07,4.365911e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\04436.png,9,7.166649e-15,5.1916295e-13,4.8449265e-11,1.971957e-07,1.4760076e-06,3.0712567e-08,8.829726e-17,4.6726217e-07,5.4177644e-08,0.99999774
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03402.png,6,2.7458738e-10,3.550935e-08,1.436712e-08,2.0565547e-08,2.6889019e-08,3.7713362e-05,0.99996114,2.0117172e-12,1.0988572e-06,1.3461335e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\08844.png,2,2.542874e-10,4.085716e-12,1.0,5.1130865e-08,2.6365735e-12,2.6629946e-13,3.227441e-12,1.758497e-10,8.883941e-09,8.984496e-13
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\06375.png,1,5.0326334e-09,0.9999125,5.508126e-06,1.4487489e-07,2.2442034e-06,3.6386705e-08,5.9817595e-09,2.2680904e-06,7.7364944e-05,5.0487976e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\08438.png,2,6.1104416e-12,5.480353e-12,1.0,7.1795714e-10,5.290144e-12,8.1363464e-13,1.7925483e-13,1.36908e-10,9.28602e-11,7.674451e-12
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\07869.png,1,4.6499954e-06,0.999759,0.00011035863,2.719283e-06,2.5052736e-06,6.469598e-08,5.8207127e-07,3.9053603e-07,0.00011877697,8.049108e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\06751.png,1,3.5812795e-09,0.9999831,4.480582e-06,1.0320175e-07,1.0599698e-05,3.217545e-09,7.062456e-10,1.095466e-06,6.413717e-07,2.6712481e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\02971.png,2,5.591011e-08,1.7671535e-07,0.9999957,2.4702917e-06,3.1414527e-11,1.2767876e-13,6.1518916e-13,1.5150919e-06,8.6113175e-08,1.6748538e-11
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\08409.png,2,3.264997e-10,1.2205023e-08,0.99998486,1.50443175e-05,1.7892789e-10,3.2214037e-11,9.049201e-12,3.765246e-08,8.157394e-11,5.261832e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\07358.png,6,1.5508245e-09,1.3316637e-10,7.4599654e-10,1.0650998e-11,2.95755e-09,2.3714424e-08,1.0,1.6396581e-15,1.9175308e-09,1.1002409e-12
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\09810.png,1,4.028675e-09,0.9999218,1.6819486e-07,1.6308963e-08,1.1740808e-05,5.6544483e-08,3.1257816e-08,5.7567835e-05,8.4572075e-06,2.3246666e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\09357.png,9,9.762333e-13,3.3785121e-09,2.4518092e-11,4.5909266e-07,1.726497e-05,5.5032614e-09,2.1775387e-14,9.3324655e-07,6.200612e-08,0.9999813
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\05129.png,8,7.8129295e-11,1.9130472e-13,3.3174878e-09,4.7148583e-09,1.1623126e-10,5.831631e-07,1.4134163e-11,3.89317e-11,0.9999994,4.5466795e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09744.png,8,8.1542106e-07,1.8498184e-05,0.00070695486,3.1374402e-06,3.9206876e-07,2.2162643e-05,5.013847e-05,3.0198232e-06,0.9991941,8.480542e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\01266.png,6,5.2095266e-09,1.378312e-12,3.896348e-13,9.4244655e-15,1.1385817e-08,3.3211002e-08,1.0,7.0743016e-11,4.563381e-09,6.247019e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\00104.png,9,1.6992934e-15,1.7575112e-14,7.430904e-08,9.077429e-05,3.759184e-07,0.00029639844,2.0225399e-10,2.3181174e-06,7.897565e-05,0.99953103
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\02119.png,8,5.750697e-08,1.0731008e-09,6.7720493e-06,3.0219962e-07,4.8378826e-08,1.0732708e-09,1.7731377e-07,2.4377142e-10,0.9999927,4.2998805e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\09131.png,2,2.298003e-11,2.2858677e-07,0.9999995,6.188732e-08,6.6068453e-16,6.0043767e-13,2.2050939e-13,8.392632e-09,8.966522e-08,6.1987607e-12
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\01527.png,1,2.129576e-08,0.6256497,0.00072814384,0.014070891,0.0003852147,0.35893312,0.00022677094,1.1107934e-08,5.531038e-06,5.8943465e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08851.png,0,0.99999917,8.191052e-14,6.910381e-07,2.4770164e-10,4.604491e-11,2.4077322e-13,7.4714436e-08,5.4929755e-10,1.3198317e-07,8.510514e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\07223.png,1,2.1463654e-08,0.99957603,6.270906e-07,5.3901708e-08,8.6437554e-05,1.09882535e-07,3.9490186e-07,0.00029500178,4.070032e-05,5.9065485e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\02582.png,9,4.898093e-05,8.175935e-05,5.2684277e-06,0.056136444,0.0054928213,0.032436866,3.2067457e-10,0.054763008,1.8534965e-05,0.8510163
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\02403.png,0,0.99991393,5.7363083e-16,6.481991e-08,6.615526e-11,5.1240457e-13,2.6331459e-06,8.292296e-05,1.5684695e-10,1.4589674e-08,4.2570073e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08657.png,0,0.99999654,1.9092185e-16,2.073339e-08,8.106527e-10,1.2974268e-17,2.7301914e-08,7.970829e-08,3.1617386e-10,3.1477161e-06,1.7528863e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\09569.png,2,3.0559883e-17,4.7763706e-06,0.99998903,1.5778552e-06,2.4908496e-13,1.2996456e-14,2.353832e-16,4.558657e-06,1.8032269e-10,5.6158935e-13
