x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03395.png,6,0.012685484,0.009221382,0.0068768775,0.006780428,0.0026653397,0.023480041,0.9120145,0.0018889873,0.009358695,0.015028326
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06971.png,0,0.49369985,0.012647637,0.15117969,0.009495623,0.0062267063,0.032517184,0.031609036,0.004566922,0.22238442,0.03567292
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02759.png,6,0.013773976,0.0071865967,0.012221131,0.007603249,0.002111806,0.008868036,0.9249792,0.0013222959,0.015342553,0.0065910546
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\02900.png,4,0.064671665,0.03375166,0.10073534,0.0202067,0.29200017,0.066791125,0.06054067,0.0044206763,0.1599066,0.19697542
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06160.png,3,0.023289343,0.018983224,0.040583517,0.53455997,0.0146263875,0.023561075,0.024399647,0.010795314,0.2972181,0.011983434
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\00041.png,7,0.057962663,0.052275553,0.1519732,0.07333792,0.013959686,0.033451516,0.17087275,0.31799382,0.052016795,0.07615609
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\04109.png,3,0.016904162,0.012480444,0.027868679,0.80981797,0.014753254,0.036561187,0.025077963,0.0016361251,0.034997594,0.019902643
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08136.png,9,0.04366383,0.013509775,0.030454218,0.008726287,0.015136619,0.05606453,0.016572861,0.015356157,0.072727,0.7277887
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\03774.png,0,0.539559,0.009243984,0.016071945,0.006567622,0.00244264,0.027551102,0.0255126,0.0014468348,0.29957595,0.07202837
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\07607.png,0,0.62845933,0.011654323,0.04969728,0.008601943,0.008763788,0.018566683,0.027603308,0.0039534084,0.1813011,0.06139878
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05951.png,9,0.029460786,0.022304185,0.03907641,0.03134408,0.036116045,0.012633549,0.019102419,0.005222593,0.07952941,0.7252105
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\01023.png,4,0.055800017,0.040164106,0.13871506,0.03671108,0.4044143,0.06899258,0.12518111,0.02327275,0.05907489,0.047674056
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07878.png,8,0.08109845,0.012071125,0.020708578,0.009345388,0.015032456,0.031420585,0.010603571,0.0025890172,0.7964262,0.020704633
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09722.png,8,0.014770517,0.00877886,0.012633301,0.0025993928,0.0048988275,0.012632266,0.0078778565,0.0005564471,0.91692203,0.018330488
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\06870.png,9,0.044687077,0.01199249,0.033871245,0.017973235,0.017221581,0.034415886,0.012165846,0.0142296245,0.056974266,0.7564688
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\04287.png,9,0.10716807,0.023287265,0.12359028,0.026277078,0.031313017,0.02196977,0.049374137,0.0038777273,0.12464876,0.48849386
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\05521.png,2,0.009924073,0.035003923,0.80714166,0.003377839,0.0098180575,0.0045762938,0.07983027,0.00066590833,0.024094641,0.025567334
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\00372.png,0,0.5635942,0.012400167,0.09725461,0.026174057,0.011803075,0.022975396,0.07870877,0.0051002074,0.121727556,0.060262036
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07872.png,8,0.09256008,0.008361064,0.03255858,0.015173487,0.028645867,0.031542785,0.030222952,0.0017528874,0.73655784,0.022624345
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\03789.png,1,0.014864142,0.70241773,0.02701857,0.02198867,0.009121508,0.03475254,0.05756011,0.0027262832,0.10108677,0.028463678
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\05252.png,1,0.03608346,0.67675596,0.04119595,0.016998846,0.033619776,0.043089047,0.043214977,0.004863763,0.077276975,0.026901208
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05315.png,9,0.043456204,0.012551071,0.018227594,0.014209232,0.007044643,0.033655684,0.022560518,0.015495874,0.072997145,0.75980204
