x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03395.png,6,1.2008475e-07,6.38882e-09,0.004678706,2.586794e-06,0.00027968315,7.739761e-05,0.99490803,2.622005e-10,5.3429238e-05,5.458665e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06971.png,0,0.98833257,9.213552e-13,0.0012661807,9.236401e-05,5.540099e-07,0.009523318,0.00055259507,1.9556722e-08,0.00023175687,6.5807814e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02759.png,6,4.3245177e-06,9.161488e-09,0.0009871243,1.0116725e-06,0.0012645419,2.4976636e-05,0.9977174,3.754511e-07,1.0249823e-07,1.4147253e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\02900.png,4,0.0011140709,1.593802e-10,0.01221699,0.011788584,0.9607648,0.00074544695,0.00014947307,4.971035e-06,8.658951e-05,0.013129017
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06160.png,3,2.1794256e-06,3.8517052e-07,0.03504941,0.24847135,2.9791246e-07,0.00062437047,7.3352005e-11,4.5324446e-09,0.71584463,7.3399915e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\00041.png,7,7.131895e-06,5.624095e-07,0.00060254964,0.00719488,0.0005175138,0.00095815695,2.2726455e-07,0.90066206,0.00017750221,0.089879386
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\04109.png,3,0.000385167,0.0030405344,0.0046755592,0.94995964,3.4830518e-06,0.030603359,0.00022587339,9.796275e-07,0.011078522,2.687617e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08136.png,9,8.57196e-07,3.310355e-11,4.7993626e-07,1.9426764e-06,0.00085943314,2.624083e-06,3.111243e-08,0.042850368,0.00021444242,0.9560699
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\03774.png,0,0.9390206,3.5428684e-14,0.00011776754,2.4724325e-06,1.6378556e-06,0.028557492,6.0269517e-06,1.0130916e-06,0.031933043,0.00035990807
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\07607.png,0,0.9987036,2.6222182e-09,0.00025715557,2.0128231e-05,1.1098424e-06,0.0003694264,3.7335412e-05,4.0909326e-06,0.0005269668,8.0240425e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05951.png,9,3.1108616e-10,6.2539664e-05,8.523411e-07,0.0018852971,0.0031225046,0.0039261784,2.5508855e-09,0.00016464583,0.0008375855,0.9900004
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\01023.png,4,0.00010439759,1.4504213e-09,0.0028188627,0.00025012795,0.9791052,0.00013001378,0.0032391332,0.010583158,8.326651e-05,0.0036858495
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07878.png,8,3.4245095e-06,6.4264035e-13,2.2126758e-05,1.9045048e-07,6.3712995e-09,1.641393e-05,2.304221e-12,1.2043408e-10,0.9999366,2.112891e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09722.png,8,0.00036651728,0.00025787295,0.004270258,0.008939114,4.539178e-07,0.0010026225,4.467181e-09,4.8490907e-08,0.9849086,0.00025451838
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\06870.png,9,4.49194e-08,8.748928e-09,0.00051136425,0.026163073,0.1111134,0.009878463,4.5109623e-06,0.0007569794,0.02698405,0.8245882
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\04287.png,9,0.00047125568,1.2282714e-08,0.05471029,2.5304984e-05,0.046673607,9.509141e-05,0.00016075525,0.0027156987,0.0023544522,0.89279366
