x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03395.png,6,7.39711e-08,5.793065e-10,3.0031693e-09,5.0609827e-09,1.1307716e-08,8.743265e-06,0.99999094,9.7358415e-12,2.6899835e-07,1.0987813e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06971.png,0,0.99941516,1.89422e-09,0.0005783848,1.9695416e-09,2.9700138e-11,5.0787183e-09,1.9657382e-07,4.5982054e-07,5.8292444e-06,1.1078914e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02759.png,6,3.0882168e-07,6.443216e-10,1.96458e-09,3.4270593e-11,5.8000644e-08,9.246313e-09,0.99999964,7.349064e-12,2.8635178e-08,3.1341978e-12
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\02900.png,4,4.861525e-09,3.9639133e-07,4.8379472e-05,5.776677e-08,0.9998311,6.11136e-07,3.612057e-08,1.0647119e-05,1.292933e-07,0.00010869718
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06160.png,3,1.6790673e-14,1.5227573e-11,4.2532644e-08,0.9999999,1.0110886e-16,2.1389898e-08,5.2e-15,4.0271436e-10,8.553862e-08,9.9217114e-11
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\00041.png,7,2.559533e-08,4.306216e-05,0.0030636454,0.0004618816,4.6445738e-08,3.4777743e-09,1.518085e-12,0.9964264,3.4579347e-07,4.735611e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\04109.png,3,4.0937827e-08,1.00157884e-07,3.4643003e-06,0.9996778,2.7416278e-09,0.0002889473,1.8298563e-06,3.6909776e-07,2.2832415e-05,4.6707232e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08136.png,9,6.7534445e-09,2.719885e-11,1.6641737e-08,9.575128e-07,4.3259533e-05,1.0878758e-07,2.1423176e-12,0.030996496,0.0004021918,0.968557
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\03774.png,0,0.9999068,6.424098e-11,1.13367435e-07,1.3190889e-08,2.0188456e-12,1.9795763e-05,9.849421e-06,3.020947e-07,4.3283428e-05,1.9879364e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\07607.png,0,0.99999607,5.1453308e-12,1.678641e-07,3.2148968e-11,6.749337e-12,1.4855815e-09,3.6071522e-06,6.4798744e-09,7.311749e-08,9.668985e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05951.png,9,7.740239e-13,5.9957606e-06,2.1312385e-06,7.2420655e-05,0.00010029588,2.9007128e-06,3.277167e-13,3.8495746e-05,3.774921e-06,0.99977404
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\01023.png,4,1.0960959e-08,3.424397e-10,6.9007094e-10,1.2657376e-11,0.9999963,4.3593244e-07,8.333002e-08,3.1036675e-06,3.9597257e-08,1.143605e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07878.png,8,4.3636174e-07,4.8734154e-09,0.00027684847,3.7808525e-06,2.485547e-10,2.3378647e-07,1.0685298e-09,2.574737e-08,0.999718,6.3478996e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09722.png,8,4.9251444e-06,4.9518314e-07,3.509537e-05,2.1756907e-05,4.75895e-06,6.831612e-07,1.5928024e-06,3.511232e-06,0.9999238,3.354764e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\06870.png,9,1.4841587e-12,7.209749e-11,2.6218068e-08,8.703023e-07,9.2543945e-05,9.8331875e-06,6.076987e-11,0.00011238741,0.0014283238,0.9983559
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\04287.png,9,0.000121107485,2.1563471e-11,9.204936e-06,3.4169598e-06,3.621753e-05,6.741704e-06,1.0422783e-07,8.354126e-05,0.00025817275,0.9994815
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\05521.png,2,9.352123e-08,0.0005007758,0.99949694,2.8225995e-07,2.1160079e-11,2.5820623e-10,8.8816665e-07,8.207217e-10,1.1574623e-06,1.0811149e-13
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\00372.png,0,0.99744946,3.7778196e-12,2.8280783e-06,3.4841967e-06,2.9409867e-11,0.00074134674,0.001236248,6.5884313e-07,0.00042556983,0.00014029582
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07872.png,8,1.3892961e-05,2.3227067e-09,9.634591e-05,3.1323652e-05,3.4249506e-08,8.5160644e-07,2.9342048e-06,1.5870631e-09,0.99985373,7.819126e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\03789.png,1,1.1252578e-05,0.9922117,3.1993983e-05,0.0002793455,0.00037804237,6.62506e-05,2.3035918e-05,3.540776e-05,0.0069519873,1.1006882e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\05252.png,1,1.5763895e-07,0.99920744,5.6709446e-06,2.192188e-06,0.00054844044,4.54876e-08,1.0269425e-06,0.00020549734,2.9033534e-05,5.104385e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05315.png,9,7.1791123e-12,6.5370334e-11,3.8700922e-09,2.442532e-05,2.0491775e-06,6.618627e-07,3.7639488e-14,0.00010228096,2.1291173e-06,0.9998684
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08590.png,9,1.0949586e-08,1.1027841e-09,1.2964273e-08,8.3254035e-06,2.8391278e-05,2.1783049e-07,1.41236545e-11,0.001059528,5.8008e-06,0.9988977
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08179.png,0,0.99970704,2.9237564e-11,2.638855e-06,8.334684e-10,3.3351058e-12,3.3700934e-10,0.00028810854,9.4624426e-11,2.086039e-06,9.826341e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\09193.png,4,1.6153736e-09,3.1403178e-07,3.9948716e-07,2.5704694e-11,0.999949,5.968526e-10,6.8724576e-10,5.014277e-05,2.5649456e-07,6.7451496e-11
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\01425.png,8,1.0645703e-05,1.2787317e-06,1.7854901e-06,3.1705256e-06,0.035438567,5.939675e-06,0.018133655,1.5116935e-05,0.94638854,1.3749228e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\06954.png,7,1.6298021e-07,1.1222825e-06,0.005738677,0.00022481116,7.343712e-08,2.2245192e-08,1.6511756e-11,0.9939015,3.4696866e-05,9.9001605e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\07902.png,7,1.7617632e-06,6.1263586e-06,0.00030560992,0.0029548686,7.214733e-06,6.4091737e-06,1.617333e-11,0.98094887,0.0035234361,0.012245605
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\04231.png,8,3.2674518e-07,1.6892631e-08,0.00044053182,1.1178533e-05,2.7326148e-08,3.0184904e-06,1.2284232e-07,4.5476163e-06,0.99951065,2.9609899e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\00606.png,8,5.9505734e-08,4.911705e-09,4.693704e-06,4.3339864e-05,4.4973576e-09,1.7843679e-05,2.2907682e-06,5.199044e-10,0.9999318,4.893153e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06211.png,0,0.99998736,8.226006e-11,1.5855938e-06,1.2908962e-09,2.2011333e-10,1.508581e-08,1.043757e-05,3.6181227e-09,5.9672163e-07,5.2297877e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\00322.png,9,9.219799e-12,1.6227382e-07,2.9152878e-09,2.8140896e-05,0.0004281685,1.4454221e-06,1.3520244e-12,0.00020046547,4.3236883e-05,0.99929845
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08818.png,0,0.9996383,3.9800013e-10,0.00035683622,5.2158438e-09,6.649452e-10,3.5768445e-12,8.545728e-07,1.1673347e-07,3.6680883e-06,1.6000891e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\07594.png,9,3.28801e-09,1.0759714e-07,7.266039e-09,0.00044068784,0.00046975713,4.3350073e-07,6.244443e-12,0.00010728305,6.8170143e-06,0.9989749
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06940.png,3,1.6852689e-09,3.287664e-07,1.0061854e-06,0.9999342,5.9297207e-07,6.249728e-05,6.0129526e-11,1.3016399e-08,1.8365459e-07,1.217403e-06
