x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03395.png,6,5.427615e-06,1.6963538e-07,5.9749623e-06,7.8334097e-07,4.4671492e-07,1.5351303e-05,0.99996984,8.978283e-07,1.0863454e-06,6.835351e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06971.png,0,0.9992379,3.7621176e-06,0.0006723418,3.3195903e-07,1.7020542e-06,5.826141e-05,8.309231e-08,4.5245583e-06,1.9915597e-05,1.2777313e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02759.png,6,7.975563e-06,7.188059e-06,1.9911817e-05,4.3984608e-05,3.4451273e-06,5.173463e-07,0.9998939,7.8571446e-07,2.2181273e-05,1.4492886e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\02900.png,4,2.8717333e-05,2.1680184e-05,0.00014745239,4.0441094e-08,0.9997893,1.0026713e-07,1.3914017e-06,5.833971e-07,3.683001e-06,7.056013e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06160.png,3,6.023241e-10,1.651092e-08,3.5055552e-09,0.99999905,8.613045e-10,3.0962763e-08,3.0145224e-09,5.3967966e-07,3.6249213e-07,2.3671007e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\00041.png,7,3.8128667e-07,1.0490801e-06,0.00027688785,1.8053184e-05,5.3514006e-05,1.713657e-06,8.469188e-06,0.99961984,8.279503e-06,1.1924042e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\04109.png,3,3.400635e-08,6.847917e-07,1.1034547e-07,0.9999902,3.5355768e-07,1.0921973e-06,6.0346264e-07,6.025779e-06,2.5219552e-07,5.8892715e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08136.png,9,5.254011e-05,7.162938e-06,5.629728e-06,2.5237295e-08,0.00017532422,1.8253519e-06,1.1066416e-05,0.00012322125,7.258873e-05,0.99955064
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\03774.png,0,0.99990964,4.810125e-07,5.1028314e-07,1.5236863e-07,5.5896344e-08,1.2092503e-06,1.5312897e-06,4.662339e-08,2.1522943e-05,6.49158e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\07607.png,0,0.9999546,1.7151677e-06,3.379086e-05,4.6962438e-07,4.2335202e-07,5.99783e-07,1.048683e-06,5.4952775e-06,1.8172216e-07,1.668764e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05951.png,9,4.804378e-07,4.3195214e-06,2.4585197e-06,3.3882512e-07,1.0662454e-06,9.3128484e-08,6.684405e-09,9.312316e-08,1.0173409e-06,0.9999901
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\01023.png,4,8.7068554e-07,2.0880625e-06,8.7147676e-08,8.760159e-09,0.99996495,1.8320479e-06,1.93545e-05,1.0708456e-05,4.0206213e-08,1.6233621e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07878.png,8,9.674779e-09,1.8665109e-07,2.8817232e-07,1.5310796e-08,1.0034384e-08,4.3165105e-08,6.670306e-09,1.0823299e-08,0.9999995,8.2789353e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09722.png,8,4.201034e-06,9.640282e-08,4.1226853e-05,4.6993737e-06,4.2923734e-08,1.0033781e-06,4.8370025e-06,6.5972296e-07,0.99992514,1.817964e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\06870.png,9,1.2923381e-06,5.6813962e-05,3.3601839e-06,1.1554318e-05,5.0746577e-05,1.640916e-05,8.415763e-06,1.1986722e-05,4.4509325e-05,0.9997948
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\04287.png,9,7.89533e-05,5.8257797e-06,1.717067e-05,4.5456778e-07,5.2284773e-05,2.4216474e-06,2.7006001e-06,2.4382468e-06,2.1538426e-05,0.99981624
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\05521.png,2,2.4709054e-06,1.7849566e-06,0.9999924,6.057022e-07,9.234935e-08,1.0704598e-08,1.5429991e-06,9.077466e-08,2.6479802e-07,6.696192e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\00372.png,0,0.99959713,1.7826345e-05,2.5710338e-05,4.0727315e-05,1.2356371e-05,4.944845e-05,0.00021595391,5.1181582e-06,2.9795347e-05,5.880254e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07872.png,8,1.6318882e-06,4.733589e-08,1.143317e-05,9.539657e-07,1.6418733e-07,7.3800145e-08,7.774158e-06,1.189116e-08,0.99997747,4.6063153e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\03789.png,1,7.6611303e-07,0.99997973,4.2770162e-07,1.0825429e-06,8.168349e-06,5.5787727e-06,9.742362e-07,2.0776806e-06,9.695711e-07,1.3870931e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\05252.png,1,3.1349355e-06,0.99988854,2.4962153e-06,6.959272e-06,2.27222e-05,7.1906534e-06,3.2274253e-05,1.34299125e-05,9.616456e-07,2.2286644e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05315.png,9,1.0779163e-07,2.2743426e-07,3.8201787e-07,1.03983005e-07,7.7799757e-07,1.9237133e-07,4.8132065e-08,2.242699e-06,1.3328331e-06,0.9999945
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08590.png,9,1.4545529e-05,7.4242524e-07,8.877696e-07,3.8874802e-07,5.0814657e-07,8.8043386e-08,2.3502375e-06,2.5065171e-06,3.1373504e-06,0.99997485
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08179.png,0,0.9999906,1.5321953e-06,2.4196882e-07,1.0007278e-06,2.91065e-06,1.9598701e-06,1.4491778e-06,1.1821072e-07,1.5490286e-07,1.7587766e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\09193.png,4,1.768644e-07,8.09105e-08,1.3885524e-06,3.411987e-07,0.9999958,4.2636355e-08,1.3509225e-07,1.7694109e-06,2.349024e-07,1.5584475e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\01425.png,8,0.0012818909,0.0017504736,0.00014250814,0.00056513795,0.004654232,0.0023414826,0.010253064,1.2012073e-05,0.9789241,7.513942e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\06954.png,7,7.930978e-05,7.1752715e-05,0.0002910059,0.00067727297,1.2872088e-05,4.164396e-05,1.2067795e-05,0.99864966,1.0922254e-05,0.00015356565
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\07902.png,7,2.1203025e-05,4.7160906e-05,3.9707436e-05,5.9756394e-06,4.2430017e-07,0.00030720906,3.2569894e-06,0.9934007,0.0002743662,0.005900122
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\04231.png,8,9.395635e-08,1.484718e-08,2.542866e-08,9.772747e-08,2.9244404e-10,1.1785878e-09,1.5877287e-08,1.0757704e-09,0.99999964,7.830174e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\00606.png,8,5.707086e-09,8.9345855e-09,7.924238e-07,3.199023e-07,6.263087e-08,2.3461551e-08,6.906908e-08,2.4178783e-09,0.9999987,2.9261968e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06211.png,0,0.9999937,3.1518705e-06,4.40321e-07,1.706666e-07,2.1998534e-07,1.7421021e-07,1.7435082e-07,1.3838194e-06,4.6050875e-08,5.437944e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\00322.png,9,3.6101574e-07,1.2864148e-06,9.894746e-08,1.4836381e-06,5.888965e-06,1.8569963e-07,4.6646846e-08,9.572371e-08,1.086167e-05,0.9999796
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08818.png,0,0.9999783,5.8806677e-06,2.191604e-06,3.5625578e-07,1.2068621e-06,6.784153e-07,1.5019683e-06,5.6444396e-06,3.4462514e-07,3.9079146e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\07594.png,9,4.5319413e-07,8.0134964e-07,6.9807163e-07,9.890983e-06,4.7779275e-07,1.2670048e-06,3.4460885e-07,5.0730705e-07,1.0216434e-06,0.9999845
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06940.png,3,2.4926536e-05,1.4975396e-05,4.0308136e-05,0.9997962,1.3240914e-06,9.519345e-05,2.4512107e-07,1.643667e-05,1.0170249e-05,2.4246134e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\06601.png,1,3.0928861e-06,0.9998276,2.2445749e-05,3.6760925e-06,1.7611527e-06,3.721112e-05,1.2336099e-06,5.775531e-05,1.4147893e-05,3.112342e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\09377.png,0,0.99986506,5.9896074e-08,2.6318824e-06,4.199676e-06,7.997774e-05,1.0489532e-06,2.648623e-05,2.2940027e-07,9.1836193e-07,1.937698e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\05835.png,7,9.461392e-07,5.0200174e-07,3.775017e-05,9.001928e-05,3.4932086e-07,5.516632e-06,8.0898104e-07,0.99986196,1.5843792e-06,4.913901e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\00956.png,1,2.8822114e-06,0.91878617,0.044771463,0.008055867,0.00027559494,0.025114145,0.0022240647,1.6482607e-05,0.00015405638,0.0005991841
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09139.png,8,7.699848e-08,1.2539161e-06,1.0630362e-07,4.690776e-06,1.0807841e-07,1.8293347e-08,2.498264e-06,1.2120252e-07,0.9999907,3.6258828e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\08574.png,8,1.1644539e-06,6.870707e-08,5.872323e-08,1.7259972e-06,1.8378225e-08,1.2563981e-07,1.3418365e-07,2.262509e-07,0.9999964,2.5119578e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\00382.png,3,7.908699e-08,7.4330366e-08,8.408255e-08,0.99999714,4.1809752e-08,2.275455e-07,2.7689788e-07,1.0782564e-07,1.0170303e-07,1.8659272e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08372.png,9,3.0249126e-07,8.019119e-08,4.6952115e-07,1.8485275e-07,1.5524039e-06,2.5315146e-07,2.3029443e-07,9.2706574e-07,1.7100252e-08,0.99999595
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02643.png,6,0.00021030984,0.0023426947,0.0005494299,1.6219024e-05,0.00039433962,6.335397e-05,0.987107,0.00590736,0.0017848976,0.0016243667
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\08315.png,2,1.3241911e-05,1.0951896e-06,0.99990046,6.9877924e-06,1.669082e-05,1.6196407e-07,2.9588768e-06,3.67173e-05,2.1728425e-05,1.5976166e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\08144.png,7,4.3062593e-07,3.920348e-07,1.5384241e-05,4.9407023e-05,4.6142972e-07,1.441409e-06,1.4991678e-05,0.9999044,4.847322e-07,1.2714768e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\02500.png,2,4.305539e-05,1.242016e-06,0.99861455,0.0011848982,3.8718468e-07,4.773236e-08,6.1805775e-05,6.104017e-07,1.3242403e-06,9.213346e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\04436.png,9,2.6896603e-05,1.9413159e-05,1.1349398e-06,1.7311073e-05,9.091592e-06,9.79236e-07,1.6932049e-06,1.9174735e-05,1.3569164e-05,0.9998908
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03402.png,6,4.6370454e-07,2.9075466e-06,3.1122167e-06,6.286668e-07,9.684915e-07,2.4932663e-06,0.9999852,4.910323e-07,2.1683575e-06,1.5585075e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\08844.png,2,2.429536e-09,3.855039e-10,1.0,8.0135165e-10,3.784063e-09,2.0387408e-10,1.9164421e-08,8.524663e-11,2.0715238e-08,3.9356865e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\06375.png,1,3.2424794e-06,0.9999821,3.986203e-06,3.333562e-08,2.9112612e-06,6.171571e-07,2.2653721e-07,5.981558e-06,7.820287e-07,1.751444e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\08438.png,2,5.865142e-09,6.753085e-08,0.99999976,2.9193167e-08,5.828408e-09,4.1379766e-09,5.972298e-08,8.2352486e-10,1.11483764e-08,1.5457838e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\07869.png,1,4.4808752e-05,0.99979705,2.8992185e-05,4.27469e-07,1.3446048e-05,5.1126294e-06,5.2345354e-06,8.708881e-05,9.219889e-06,8.747741e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\06751.png,1,1.610265e-06,0.99994814,3.1997997e-06,1.1087325e-06,5.835513e-06,1.2334593e-05,2.954971e-06,6.1919277e-06,2.9644688e-08,1.8671006e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\02971.png,2,2.4573774e-06,2.8635716e-06,0.99997544,3.1671013e-06,7.4415107e-07,3.552205e-08,4.463093e-06,8.920616e-06,8.77347e-07,1.1512278e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\08409.png,2,1.6043336e-06,1.282463e-07,0.99999523,2.4236867e-06,7.661823e-08,2.5726143e-07,6.061358e-08,1.8367156e-07,3.9733624e-08,4.4509136e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\07358.png,6,5.4679313e-06,2.6263348e-05,3.6352544e-06,5.888733e-06,8.947241e-06,5.002991e-06,0.999926,3.5842131e-06,8.724998e-06,6.589027e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\09810.png,1,1.8701751e-06,0.9999709,2.2503879e-07,1.1858468e-06,2.6211067e-06,1.8591073e-06,3.165218e-06,1.457815e-05,2.5233936e-07,3.3006859e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\09357.png,9,5.65357e-08,1.10128e-07,6.200522e-08,1.2274916e-07,9.94709e-08,4.059332e-09,1.6379192e-07,1.2151384e-07,6.1295225e-08,0.99999917
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\05129.png,8,6.552516e-08,1.3220375e-07,2.8728425e-07,3.681375e-08,2.8090147e-08,4.5145994e-06,4.2306124e-07,4.796794e-07,0.9999933,7.0086946e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09744.png,8,1.0799317e-05,1.9962075e-05,0.00012925998,4.3122233e-07,1.8336249e-07,1.5679712e-05,5.1644943e-06,8.1335975e-06,0.99979395,1.638094e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\01266.png,6,2.2728243e-05,3.0846004e-05,8.706363e-05,3.4535526e-06,0.0005522146,0.000110647044,0.99913245,2.9428944e-05,1.3070677e-05,1.8058758e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\00104.png,9,9.216645e-07,8.559801e-06,2.9239014e-05,1.4496168e-06,8.039648e-08,3.3638527e-05,2.9000936e-05,3.3090143e-07,1.0925638e-06,0.9998957
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\02119.png,8,8.331408e-08,6.813032e-09,7.409839e-08,2.3793532e-07,4.9741216e-09,1.8949733e-09,3.734546e-08,5.020856e-09,0.9999995,1.740615e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\09131.png,2,8.878638e-07,1.2356618e-06,0.99988544,1.5770869e-06,2.0863977e-06,9.3031456e-05,1.1850011e-05,6.901765e-07,2.865953e-06,4.2337763e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\01527.png,1,3.898742e-06,0.99184823,0.0007162781,0.00075572525,0.00026428435,0.0055533214,0.0006829991,9.8595476e-05,1.22084775e-05,6.444324e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08851.png,0,0.99994564,3.4977863e-06,3.0951692e-06,2.6201808e-06,1.7156334e-06,3.3356698e-06,3.3459323e-06,4.6795978e-07,6.6773356e-07,3.555467e-05
