x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03395.png,6,3.856269e-08,7.7005575e-09,0.0041857115,4.995645e-06,0.00048566243,0.00021867463,0.99497294,9.11033e-12,0.00013192014,7.180065e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06971.png,0,0.99207026,7.2661264e-14,0.0007765505,0.00010254769,1.5600607e-06,0.0056640697,0.00084331504,4.2420677e-08,0.0005354737,6.1625674e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02759.png,6,6.0861356e-07,6.750935e-08,0.00052012055,7.3983085e-07,0.00024855847,3.1477826e-05,0.9991973,1.7320639e-09,9.2319897e-07,1.2448552e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\02900.png,4,8.865865e-05,8.5866994e-11,0.0032469581,0.001397144,0.98510796,0.002358993,0.00012068367,5.099927e-07,7.065518e-05,0.007608405
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06160.png,3,2.1890883e-05,2.9472253e-06,0.063867345,0.7643192,1.9567667e-06,0.0029975916,1.962358e-08,6.0550924e-08,0.16878521,3.786417e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\00041.png,7,8.748691e-09,4.7492104e-09,3.8012006e-06,0.0028897212,2.4440224e-05,0.00024477582,1.09521565e-08,0.90402937,8.821711e-06,0.09279903
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\04109.png,3,0.0002237237,0.0051162983,0.0039654355,0.9549406,7.3022915e-07,0.028998064,8.491545e-05,3.4827187e-06,0.006621787,4.498949e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08136.png,9,2.8579372e-09,7.5554694e-13,1.3383182e-06,1.4906756e-06,0.00027807744,6.418951e-07,1.7953826e-09,0.013877688,0.00010552927,0.98573524
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\03774.png,0,0.962883,6.7286905e-12,0.00027169217,3.9339434e-06,2.2572807e-07,0.025412953,8.021717e-06,8.559207e-07,0.011322818,9.64092e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\07607.png,0,0.9997249,2.3996697e-12,5.6840505e-05,8.4553085e-06,1.8006196e-07,0.00013086757,1.5012161e-05,7.9661e-07,3.6720696e-05,2.6111955e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05951.png,9,4.9441756e-11,0.00031964973,3.365846e-07,0.015134765,0.0024303296,0.03414728,2.0204352e-07,5.9521844e-05,0.0015271611,0.94638085
