x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03395.png,6,7.246983e-10,2.344658e-12,3.2134131e-10,6.084693e-11,2.5524665e-07,2.54286e-07,0.9999995,3.066959e-12,8.803275e-09,1.0581156e-11
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06971.png,0,0.9998621,3.2997718e-10,0.00013668096,3.7286624e-10,7.856684e-11,6.710118e-09,5.2059008e-08,4.9004376e-07,7.7240577e-07,4.7525806e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02759.png,6,1.2474423e-09,5.874833e-11,2.1408788e-09,6.529513e-13,1.257409e-08,2.4784773e-11,1.0,8.232447e-12,2.0223573e-11,2.0519684e-15
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\02900.png,4,5.0909894e-11,2.0705484e-08,2.3755025e-05,1.4709522e-08,0.9999639,3.593271e-10,5.5211964e-09,3.9290853e-07,3.0631222e-07,1.1634953e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06160.png,3,7.208826e-13,1.9180191e-10,7.252456e-07,0.9999938,6.5418033e-16,2.4389985e-08,5.1074184e-13,2.6684952e-09,5.474308e-06,2.6131223e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\00041.png,7,1.5727728e-09,2.5414815e-07,8.7916196e-05,0.001507833,6.194854e-08,2.7990632e-09,6.7255484e-13,0.9983859,8.0111874e-08,1.7966702e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\04109.png,3,4.548439e-09,6.163988e-09,1.7667122e-06,0.99994576,8.582028e-12,4.5366567e-05,5.515966e-07,1.5084577e-08,6.5573186e-06,7.62782e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08136.png,9,1.2426389e-10,1.9871929e-11,1.4790137e-08,5.4068714e-08,0.0005032267,6.8632704e-09,4.3135543e-12,0.026711231,4.8929607e-05,0.9727365
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\03774.png,0,0.99966526,1.3857551e-15,7.538159e-12,8.9607494e-13,1.4675586e-13,9.3619e-06,0.00021547962,2.4646857e-11,0.0001027808,7.1988034e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\07607.png,0,0.99999976,3.595599e-11,9.040142e-08,1.0272878e-11,2.451208e-12,1.2879339e-09,1.3208172e-07,3.7298893e-09,3.422016e-08,2.0182127e-09
