x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\03395.png,6,7.0548344e-07,6.074757e-12,2.6203304e-09,2.6314693e-09,8.235288e-06,1.2062784e-05,0.99996805,5.180279e-13,1.0925498e-05,1.1355085e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06971.png,0,0.9994981,2.282574e-11,0.00046602526,2.796215e-07,4.1951967e-08,9.419109e-07,8.1656535e-06,1.1918116e-06,2.4257477e-05,9.797229e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02759.png,6,1.3010866e-07,1.7782388e-11,5.173319e-09,2.2777392e-12,8.64664e-06,1.0401414e-08,0.9999912,2.594897e-12,6.644718e-08,6.174967e-12
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\02900.png,4,1.9185835e-09,1.0619013e-09,3.060793e-05,6.828872e-07,0.9995704,1.93765e-07,7.108322e-09,6.690457e-07,4.1033093e-08,0.00039742497
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06160.png,3,1.7766967e-13,1.4923023e-08,0.00018842965,0.99975044,1.0020161e-12,6.431863e-06,9.280532e-15,2.4172703e-08,5.4668802e-05,1.15736825e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\00041.png,7,6.5110084e-10,8.4534105e-07,0.007204732,0.0015021042,3.3024283e-09,1.3837312e-08,1.4300105e-15,0.9912916,6.119798e-07,1.18464364e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\04109.png,3,1.3303827e-09,8.7712435e-11,2.2871984e-06,0.99959785,3.1750584e-13,0.00039489544,2.0878889e-10,9.226446e-09,4.9350656e-06,5.818739e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08136.png,9,3.193037e-09,3.0197548e-15,2.1633715e-08,3.2457226e-08,0.00021839749,4.819979e-08,2.1471552e-11,0.0040026065,0.00080477615,0.99497414
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\03774.png,0,0.9996705,1.156073e-16,6.238181e-08,3.626421e-08,3.4920576e-14,2.1669157e-05,2.9189695e-07,1.8024456e-07,0.00029029613,1.7007877e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\07607.png,0,0.99998605,1.2726212e-15,1.5594144e-06,6.134465e-10,9.010661e-13,6.0015516e-08,5.899188e-06,5.7769056e-10,5.9789127e-06,4.4147853e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05951.png,9,1.21183615e-14,1.5909205e-08,7.2171986e-07,7.487314e-05,0.0008056526,6.6923235e-06,9.056831e-15,8.385898e-05,1.42302915e-05,0.9990139
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\01023.png,4,9.6508145e-08,4.026538e-14,5.414826e-07,4.2316245e-10,0.99999654,1.436708e-08,5.0686776e-07,2.1013593e-06,1.0082552e-07,4.3741068e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07878.png,8,1.1987172e-05,6.467262e-11,4.0815754e-05,1.294704e-05,7.59023e-10,4.7617806e-07,4.112038e-09,1.2408081e-08,0.99993145,2.2802442e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09722.png,8,5.49002e-05,5.0207756e-08,5.082491e-05,5.8379235e-05,1.7211687e-07,3.3338273e-07,5.8603497e-08,1.07836044e-07,0.9998266,8.582292e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\06870.png,9,1.2099083e-12,8.8586085e-15,4.689023e-07,4.0769803e-05,0.00017505659,2.1839845e-05,2.2563775e-13,1.5904001e-05,0.0012889405,0.9984571
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\04287.png,9,1.0902456e-05,2.028672e-16,3.339933e-05,3.3721992e-06,0.00019712608,5.163861e-05,1.9708949e-07,1.7940353e-06,0.00052540994,0.9991761
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\05521.png,2,1.3367039e-11,4.0010814e-06,0.99999595,8.9716735e-08,4.4703117e-17,1.2354964e-12,4.68263e-10,5.5127447e-13,9.989868e-10,3.7183715e-22
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\00372.png,0,0.99970067,8.8816566e-16,4.7589927e-07,6.264145e-07,3.1725883e-13,0.0001516576,4.8169186e-05,1.210353e-08,9.26087e-05,5.795362e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\07872.png,8,0.00036923375,2.5281344e-09,0.0023858265,0.00029263052,1.6945435e-07,2.7135227e-06,2.1966238e-05,9.762385e-09,0.99690324,2.419487e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\03789.png,1,1.2744515e-06,0.98956585,9.8414755e-05,0.00033883966,0.00014803224,0.00016385473,0.00018180463,1.049468e-05,0.009476053,1.5467163e-05
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\05252.png,1,1.3687775e-06,0.9990277,1.6999129e-05,6.080024e-06,0.0008391938,4.5263658e-07,7.4346817e-06,1.3847188e-05,8.645344e-05,5.0380345e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\05315.png,9,9.842592e-13,1.2074683e-15,1.3658097e-09,2.517031e-06,8.1864855e-05,4.021034e-06,5.483373e-16,0.00070051244,6.6031606e-07,0.99921036
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08590.png,9,7.947166e-09,2.6759367e-12,3.9234408e-08,1.2595289e-06,4.741751e-05,2.5064432e-07,7.831394e-12,0.00042117943,4.5334564e-05,0.9994844
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08179.png,0,0.99999154,1.9832931e-18,7.4523683e-07,3.727776e-12,9.516633e-19,3.4956902e-11,7.677001e-06,4.570014e-13,1.9293948e-08,5.730158e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\4\09193.png,4,6.4473926e-11,3.4741463e-09,4.3701593e-06,1.6967974e-09,0.999992,9.836539e-11,1.966568e-08,2.113913e-07,3.335055e-06,1.0937182e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\01425.png,8,0.0045911022,1.5116055e-09,4.86202e-07,2.0338966e-06,0.19869715,0.00020821254,0.018280588,2.575979e-07,0.7774246,0.00079563214
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\06954.png,7,3.837827e-07,6.081341e-08,0.014499412,0.00024798035,5.344904e-08,5.7207563e-07,8.03088e-15,0.9825419,3.6828525e-05,0.0026728613
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\07902.png,7,1.766595e-06,3.1785476e-05,0.0002717491,0.0017051428,0.00021910948,4.5156003e-06,7.925003e-14,0.6791963,0.042378962,0.27619064
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\04231.png,8,3.3033888e-07,8.299725e-08,0.0029451605,3.2630574e-05,2.190786e-07,2.5430666e-06,1.3319584e-07,8.154167e-06,0.9959156,0.0010951634
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\00606.png,8,1.3574075e-07,1.373991e-09,9.871071e-05,0.00022268301,7.343721e-10,8.321322e-06,1.82103e-06,6.0556087e-12,0.99966824,2.9750852e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\06211.png,0,0.9999875,1.8205377e-14,5.3970837e-07,1.8452164e-09,1.0281881e-12,6.423683e-08,1.1729068e-05,2.0173209e-10,6.5120595e-08,9.72684e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\00322.png,9,1.3651274e-12,1.1568612e-09,1.3476475e-07,0.0006498756,0.0025557876,2.706989e-05,2.2724984e-12,0.0004788406,9.817168e-05,0.9961901
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\08818.png,0,0.9999919,4.1843912e-16,8.157589e-06,3.6952313e-10,3.843935e-14,2.964195e-13,1.2096332e-10,5.5172925e-11,3.3490046e-08,8.542588e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\07594.png,9,4.8441917e-11,4.4685874e-12,9.055798e-09,7.021376e-05,0.0036737702,2.6732803e-06,4.7570205e-13,0.00034571535,1.3613694e-06,0.99590623
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\06940.png,3,1.6591605e-07,2.1117055e-09,0.00056478864,0.9991584,7.3936764e-07,0.000262598,2.0497501e-10,1.202347e-08,1.2395198e-05,9.739755e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\06601.png,1,7.425757e-07,0.9996549,0.00017803938,2.6317884e-06,4.7188565e-05,6.3897835e-07,2.973277e-07,2.3775741e-05,9.138029e-05,3.4682455e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\0\09377.png,0,0.9999962,3.0440912e-20,2.7731596e-07,1.6619909e-08,4.583332e-12,4.768503e-08,3.3940366e-06,2.404297e-09,2.1441766e-09,1.9778424e-08
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\7\05835.png,7,1.4752162e-07,1.9445797e-07,0.00043245408,2.340139e-05,0.0019616545,1.674709e-07,1.4977021e-10,0.9872049,8.416538e-05,0.010292891
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\1\00956.png,1,7.54482e-10,0.04950944,0.9270157,0.01685127,6.2848005e-05,0.001532431,0.005025695,7.111325e-12,2.531142e-06,1.103054e-09
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\09139.png,8,3.710168e-11,5.3604388e-09,1.9897832e-05,3.1082658e-05,0.0012299434,6.595755e-05,7.852102e-06,2.7848087e-08,0.99864286,2.302577e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\8\08574.png,8,7.0272385e-11,1.8876963e-16,4.5278572e-08,1.1045689e-05,8.169168e-12,6.9628354e-06,1.8256209e-11,6.1454037e-09,0.99998176,2.0094687e-07
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\3\00382.png,3,2.239039e-12,3.1723892e-12,1.4606826e-06,0.9998815,2.6618575e-12,0.000113010894,9.485195e-16,4.3086892e-08,6.2631153e-07,3.3003153e-06
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\9\08372.png,9,6.0166434e-11,1.4385388e-13,3.963775e-09,8.167122e-05,0.00037648703,2.3167477e-06,8.309581e-15,0.0040249065,1.5043584e-06,0.995513
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\6\02643.png,6,1.2036105e-07,3.453022e-10,1.6274052e-08,7.0288952e-09,0.00016893541,4.45118e-05,0.99977976,1.8570338e-13,6.5939535e-06,1.07550455e-10
D:\01.windows_work\01.github\NeuralNetworkConsole-MNIST-Sample\03-02.nnc_test_data\2\08315.png,2,4.922668e-10,9.132126e-11,0.9996861,1.9620556e-06,3.373692e-08,2.0527917e-08,1.5880164e-14,0.00031085484,1.0920265e-06,5.5258226e-10
